store_number,citipy_city,reverse_geocoder_city
11090-103493,Atwater,Atwater
11089-102680,Atwater,Atwater
76906-121301,Atwater,Atwater
6727-75008,North Auburn,North Auburn
5249-514,Auburn,Auburn
27036-241738,North Auburn,North Auburn
17889-162245,North Auburn,North Auburn
11221-103842,North Auburn,Lake Of The Pines
6478-61339,North Auburn,North Auburn
20224-203884,North Auburn,North Auburn
79629-107175,North Auburn,North Auburn
6447-244769,Citrus,Citrus
28901-250604,Azusa,Azusa
8179-154015,Azusa,Azusa
9824-98054,Azusa,Azusa
10098-98998,Bakersfield,Greenfield
17654-152412,Bakersfield,Greenacres
79665-114967,Oildale,Greenacres
5117-147866,Bakersfield,Greenacres
13596-106763,Oildale,Oildale
74954-98877,Bakersfield,Greenacres
9389-95626,Bakersfield,Bakersfield
48132-261244,Bakersfield,Greenacres
29858-255375,Bakersfield,Bakersfield
2998-93150,Bakersfield,Greenacres
5462-1336,Bakersfield,Greenacres
73666-98417,Bakersfield,Rosedale
8859-93723,Bakersfield,Greenacres
10097-99102,Oildale,Oildale
17820-161185,Bakersfield,Bakersfield
24007-160284,Bakersfield,Bakersfield
9258-40559,Bakersfield,Bakersfield
9078-141828,Bakersfield,Bakersfield
11438-103513,Bakersfield,Rosedale
10932-102455,Lamont,Lamont
6695-66241,Bakersfield,Bakersfield
28389-250062,Bakersfield,Bakersfield
8620-93722,Oildale,Oildale
27700-248144,Oildale,Greenacres
9422-108634,Oildale,Greenacres
6436-57479,Bakersfield,Greenacres
25581-241287,Bakersfield,Greenacres
26333-243614,Bakersfield,Bakersfield
5484-1335,Bakersfield,Bakersfield
8711-94269,Bakersfield,Bakersfield
74504-27648,Bakersfield,Greenacres
15515-141829,Bakersfield,Greenacres
2923-93066,Bakersfield,Greenfield
6918-85689,Bakersfield,Bakersfield
29793-255374,Bakersfield,Bakersfield
5522-1633,Oildale,Greenacres
25255-186787,Avocado Heights,West Puente Valley
6911-84582,West Puente Valley,West Puente Valley
5880-32099,Baldwin Park,Baldwin Park
47131-256288,West Puente Valley,West Puente Valley
9326-95961,West Puente Valley,West Puente Valley
5831-24707,Banning,Banning
73477-53380,Beaumont,Beaumont
8106-95474,Barstow,Barstow
5524-1763,Barstow,Barstow Heights
10709-101969,Barstow,Barstow Heights
9387-96406,Beaumont,Beaumont
13305-106506,Beaumont,Beaumont
6510-56259,Bell,Bell
6787-79160,Bell Gardens,Bell Gardens
10626-101189,Bellflower,Bellflower
9380-96430,Lakewood,Lakewood
5570-1024,Belmont,Belmont
74149-24410,Belmont,Belmont
538-482,Belmont,Belmont
74982-102915,Benicia,Benicia
5463-1320,Benicia,Benicia
13396-106462,Benicia,Crockett
13215-73225,Benicia,Benicia
5406-945,Berkeley,Berkeley
570-512,Albany,Albany
17877-164526,Berkeley,Berkeley
19864-202264,Berkeley,Berkeley
9217-9253,Berkeley,Berkeley
505-448,Beverly Hills,Beverly Hills
671-312,Beverly Hills,Beverly Hills
5257-292,Beverly Hills,Beverly Hills
5401-721,Beverly Hills,Beverly Hills
5758-13907,Beverly Hills,Beverly Hills
9420-96443,Yucaipa,Big Bear Lake
74617-93362,Yucaipa,Big Bear Lake
8946-93587,Orange Cove,Bishop
74350-85081,Orange Cove,Bishop
72770-71562,Crestline,Lake Arrowhead
73575-80150,Blythe,Blythe
8824-93269,Blythe,Blythe
79506-102654,Bonita,Bonita
6839-74700,Bonita,Bonita
19897-197064,Brawley,Brawley
79655-114964,Brawley,Brawley
5089-142346,Brea,Brea
572-6948,Brea,Brea
22000-210111,Brea,Brea
28623-249947,Brea,Brea
70016-113824,Brea,Brea
73542-77320,Brea,Brea
5248-434,Brea,Brea
2928-90000,Placentia,Yorba Linda
5682-4411,Brea,Brea
22172-218607,Brentwood,Brentwood
74454-82476,Brentwood,Brentwood
5296-888,Santa Monica,Santa Monica
5944-34480,Brentwood,Brentwood
22437-198824,Lompoc,Buellton
10099-15915,Cypress,Cypress
5520-1550,Buena Park,Buena Park
6988-85342,Buena Park,Buena Park
76432-96780,Buena Park,Buena Park
17844-174044,La Palma,La Palma
28250-244004,Buena Park,Buena Park
10432-100674,La Palma,La Palma
569-511,Burbank,Burbank
19692-201264,Burbank,Burbank
5708-8027,Burbank,Burbank
26998-245235,Burbank,Burbank
23120-223787,Burbank,Universal City
47400-253893,Burbank,Burbank
75753-95299,Burbank,Universal City
10801-101907,Burbank,North Hollywood
75545-66180,Burbank,Universal City
27925-248184,Burbank,Burbank
10802-102285,Burbank,Burbank
74836-98349,Burbank,Universal City
5211-513,Burbank,Universal City
5870-27267,Burbank,Burbank
15581-142093,Burbank,Burbank
607-322,Burbank,Burbank
74660-25867,Burbank,Burbank
5654-2705,Burbank,Universal City
9746-95803,Burbank,Burbank
78028-85286,Millbrae,Burlingame
16157-157484,Burlingame,Burlingame
8910-85341,Millbrae,Millbrae
523-467,Burlingame,Burlingame
6871-85343,Burlingame,Burlingame
6904-86322,Shafter,Buttonwillow
6653-63044,Brentwood,Discovery Bay
27292-245705,Banning,Cabazon
23692-214907,Banning,Cabazon
5904-30940,Banning,Cabazon
5636-425,Calabasas,Calabasas
73529-53299,Calabasas,Agoura
5858-27587,Calabasas,Agoura
8748-94753,Calexico,Calexico
27830-248525,Yucaipa,Calimesa
621-344,Camarillo,Camarillo
9592-97504,Camarillo,Camarillo
76356-97155,Camarillo,Camarillo
74739-98380,Camarillo,Camarillo
22276-217904,Camarillo,Camarillo
74821-98382,Camarillo,Camarillo
6670-187764,Camarillo,Camarillo
13780-107526,Cameron Park,Cameron Park
6929-72692,Cameron Park,Cameron Park
74946-102361,Cameron Park,Cameron Park
5746-10935,Campbell,Campbell
6931-85346,Campbell,Campbell
11440-104416,Campbell,Campbell
74803-73704,Campbell,Campbell
534-479,Campbell,Campbell
8913-95545,Campbell,Campbell
15002-153027,Campbell,Campbell
79745-108473,Calabasas,Canoga Park
6473-25947,Calabasas,Canoga Park
28523-249858,Calabasas,Canoga Park
76708-101561,Calabasas,Canoga Park
639-356,Calabasas,Canoga Park
5498-1420,Santa Clarita,Santa Clarita
9412-96218,Soquel,Live Oak
667-369,Soquel,Live Oak
17377-171704,Capitola,Opal Cliffs
5737-5556,Encinitas,Encinitas
5767-5566,Encinitas,Encinitas
24844-237472,Encinitas,Lake San Marcos
10851-102216,Vista,Lake San Marcos
74554-60800,Carlsbad,Carlsbad
5454-821,Carlsbad,Carlsbad
22595-222546,Encinitas,Lake San Marcos
18488-179567,Encinitas,Encinitas
74508-25654,Encinitas,Encinitas
5363-1061,Carlsbad,Carlsbad
21739-212544,Carlsbad,Carlsbad
10180-98283,Encinitas,Encinitas
79520-102918,Monterey,Carmel-By-The-Sea
16626-160726,Monterey,Carmel-By-The-Sea
9742-72760,Foothill Farms,Foothill Farms
5550-1212,Carmichael,Carmichael
10187-99631,Carmichael,Carmichael
5621-1837,Carpinteria,Carpinteria
73524-23311,Carson,Carson
9788-97840,Carson,Carson
76636-111374,West Carson,West Carson
5928-20999,Carson,Carson
6460-39339,Carson,Carson
6705-75941,Carson,Carson
76468-95631,Carson,Carson
9411-96116,Carson,West Rancho Dominguez
20139-197084,Santa Clarita,Valencia
10852-101663,Santa Clarita,Castaic
6855-85348,Castro Valley,Castro Valley
74281-125604,Castro Valley,Castro Valley
5273-846,Castro Valley,Castro Valley
6601-66940,Fairview,Fairview
11829-105648,Palm Springs,Palm Springs
5595-1913,Cathedral City,Cathedral City
5925-40679,Cathedral City,Cathedral City
9228-9080,Beverly Hills,Century City
9232-9081,Beverly Hills,Century City
9233-9082,Beverly Hills,Century City
9473-96826,Ceres,Ceres
6969-87653,Ceres,Bystrom
24585-235445,Cerritos,Cerritos
28312-249954,Artesia,Artesia
29347-214906,Artesia,Artesia
5955-37559,Artesia,Artesia
8708-94683,Artesia,Artesia
8163-154016,Artesia,Artesia
578-300,Cerritos,Cerritos
74621-93750,Calabasas,Chatsworth
5318-332,Calabasas,Chatsworth
5341-1057,Calabasas,Chatsworth
16710-161344,Calabasas,Chatsworth
74289-76581,Chico,Chico
5252-734,Chico,Chico
10804-100724,Chico,Chico
19843-202664,Chico,Chico
23686-232505,Chico,Chico
6717-231727,Chico,Chico
74779-99552,Chico,Chico
5930-44940,Chico,Chico
6712-64460,Chino,Los Serranos
21142-204586,Chino,Chino
10101-99066,Chino,Chino
5982-46599,Chino,Chino
24598-235460,Chino,Chino
76346-92520,Chino,Los Serranos
6599-39359,Chino,Chino
10884-102721,Chino,Los Serranos
73361-24087,Chino,Chino Hills
10628-101097,Pomona,Chino Hills
73224-21763,Chino,Los Serranos
13217-105305,Chino,Los Serranos
7977-93612,Chowchilla,Chowchilla
6995-91960,Bonita,Bonita
5885-32284,Chula Vista,Chula Vista
10806-100545,La Presa,La Presa
74591-83730,Bonita,Bonita
5253-442,Bonita,Bonita
6816-80070,Bonita,Bonita
16655-169704,Imperial Beach,Imperial Beach
2927-93081,Chula Vista,Chula Vista
19657-201526,Chula Vista,Chula Vista
6740-76601,Chula Vista,Chula Vista
6632-68180,Chula Vista,Chula Vista
6589-63819,Bonita,Bonita
76900-129846,Fair Oaks,Fair Oaks
17833-179166,Citrus Heights,Citrus Heights
5407-1175,Fair Oaks,Fair Oaks
11866-94012,Citrus Heights,Citrus Heights
6859-83043,Commerce,Commerce
6897-81160,Commerce,Commerce
23645-231368,Avocado Heights,Avocado Heights
10540-193704,Rowland Heights,Rowland Heights
6981-85422,Claremont,Claremont
5229-444,Claremont,Claremont
74658-94672,Claremont,Claremont
6564-65002,Claremont,Claremont
74445-73693,Clayton,Clayton
8675-93618,Healdsburg,Cloverdale
76469-97140,Clovis,Clovis
5460-1523,Clovis,Clovis
9689-97666,Clovis,Clovis
6602-65520,Clovis,Clovis
2848-91680,Clovis,Clovis
74735-98875,Clovis,Clovis
6888-84580,Clovis,Clovis
5876-29015,Clovis,Clovis
9823-97995,Clovis,Clovis
6886-85888,Clovis,Tarpey Village
10221-99464,Indio,Indio
8107-95864,Coalinga,Coalinga
6936-88821,Grass Valley,Colfax
14424-72951,Daly City,Colma
4147-153384,Daly City,Colma
23108-221044,Colton,Colton
9864-97737,Grand Terrace,Grand Terrace
10256-97305,Grand Terrace,Grand Terrace
17846-183124,Commerce,Commerce
9582-97226,Compton,West Rancho Dominguez
76829-107981,Compton,Compton
10307-99844,Willowbrook,West Rancho Dominguez
21740-195884,Compton,Compton
6505-55539,Pleasant Hill,Pacheco
79589-105474,Concord,Concord
5263-729,Concord,Concord
74676-73684,Concord,Concord
6907-231169,Concord,Concord
5474-1321,Clayton,Clayton
2906-85443,Concord,Concord
6728-72435,Concord,Waldon
6472-61702,Concord,Concord
6971-86217,Concord,Concord
8110-95766,Concord,Pacheco
28242-250110,Pleasant Hill,Pacheco
3486-93616,Red Bluff,Corning
73581-80149,Corona,Corona
74567-79466,Corona,Home Gardens
73223-21731,Corona,El Cerrito
8902-93274,Mira Loma,Mira Loma
13306-105328,Corona,Home Gardens
16388-162744,Lake Elsinore,El Cerrito
19791-199544,Chino Hills,Corona
29837-255025,Corona,El Cerrito
5715-5488,Corona,Corona
15955-106079,Norco,Norco
6978-82123,Corona,El Cerrito
9621-97363,Corona,El Cerrito
510-453,Newport Beach,San Joaquin Hills
602-311,Coronado,Coronado
16188-131404,Corte Madera,Corte Madera
28727-250108,Corte Madera,Corte Madera
74161-24428,Corte Madera,Corte Madera
517-461,Corte Madera,Corte Madera
16012-155904,Costa Mesa,Costa Mesa
5984-45779,Costa Mesa,Costa Mesa
15007-192684,Costa Mesa,Costa Mesa
26039-243267,Costa Mesa,Costa Mesa
14005-108040,Costa Mesa,Costa Mesa
75367-102972,Costa Mesa,Costa Mesa
6751-27533,Costa Mesa,Costa Mesa
15820-142347,Costa Mesa,Costa Mesa
19157-198886,Costa Mesa,Costa Mesa
22637-222604,Costa Mesa,Costa Mesa
5302-446,Costa Mesa,Costa Mesa
28361-249859,Costa Mesa,Costa Mesa
5783-17134,Costa Mesa,Costa Mesa
11093-104235,Costa Mesa,Costa Mesa
14003-108021,Costa Mesa,Costa Mesa
5539-722,Costa Mesa,Costa Mesa
5343-983,Costa Mesa,Costa Mesa
6466-56439,Santa Ana,Santa Ana
10339-97406,Rohnert Park,Cotati
23741-228807,Covina,Covina
5583-231345,Covina,Covina
9685-97224,Covina,Covina
8747-94755,Covina,Covina
25057-238336,Citrus,Citrus
13637-95960,Arcata,Crescent City
5095-146865,Culver City,Ladera Heights
29701-179005,Culver City,Ladera Heights
76328-97203,Culver City,Ladera Heights
74574-79834,Culver City,Ladera Heights
17404-175104,Culver City,Culver City
5771-15093,Culver City,Culver City
10885-101906,Cupertino,Loyola
47691-253007,Cupertino,Cupertino
5662-7087,Cupertino,Cupertino
5217-387,Cupertino,Cupertino
20109-184524,Cupertino,Cupertino
631-238017,Cupertino,Cupertino
17919-183044,Cupertino,Cupertino
76530-99360,Cupertino,Cupertino
5817-5525,Stanton,Stanton
21423-211904,Stanton,Stanton
10131-99101,Cypress,Cypress
19834-195005,Hawaiian Gardens,Hawaiian Gardens
27567-237381,Daly City,Colma
5408-100759,Daly City,Broadmoor
5374-1239,Daly City,Colma
74958-102357,Daly City,Broadmoor
5986-49839,Daly City,Colma
5533-1639,Daly City,Daly City
21924-215008,Dana Point,Dana Point
14006-108031,Dana Point,Dana Point
6806-80621,Dana Point,Dana Point
6749-77840,Dana Point,Dana Point
73376-24127,Dana Point,Dana Point
8754-94379,Danville,Danville
14226-95956,San Ramon,Blackhawk
634-381,San Ramon,Blackhawk
668-339,Danville,Danville
74206-24433,San Ramon,Blackhawk
15934-165264,Danville,Danville
5101-138870,Davis,Davis
24654-187685,Davis,Davis
79508-102362,Davis,Davis
70081-117584,Davis,Davis
74163-24431,Davis,Davis
5265-376,Davis,Davis
8800-93938,Davis,Davis
5659-4490,Davis,Davis
16014-156023,Davis,Davis
22277-219384,Solana Beach,Solana Beach
526-470,Solana Beach,Del Mar
24502-238007,Solana Beach,Del Mar
74501-25652,Solana Beach,Del Mar
79653-107180,Seaside,Seaside
6463-52899,Seaside,Del Rey Oaks
13362-106598,Delano,Delano
9593-96497,Desert Hot Springs,Desert Hot Springs
11224-103807,Walnut,Walnut
76687-102983,Diamond Bar,Diamond Bar
5681-219126,Diamond Bar,Diamond Bar
14400-117890,Dinuba,Dinuba
74997-102917,Dixon,Dixon
5936-35119,Dixon,Dixon
5813-21161,Downey,Downey
28281-247824,Downey,Downey
25583-241264,Downey,Downey
10659-101520,Pico Rivera,Pico Rivera
6672-68905,Downey,Downey
20075-198884,Duarte,Duarte
24175-235449,Duarte,Duarte
5206-124,Dublin,Dublin
22633-171404,Pleasanton,Pleasanton
5571-1508,Pleasanton,Pleasanton
24526-72436,Dublin,Dublin
16135-157394,Pleasanton,Pleasanton
9636-95967,Dublin,Dublin
74259-114646,Dublin,Dublin
74275-122345,Pleasanton,Pleasanton
20179-179044,Norco,Norco
78097-108705,California City,Edwards Air Force Base
76952-131632,Rancho San Diego,Rancho San Diego
19357-193686,El Cajon,El Cajon
24582-235458,El Cajon,El Cajon
79526-103367,El Cajon,El Cajon
8943-92720,El Cajon,El Cajon
589-309,El Cajon,El Cajon
6530-61459,El Cajon,El Cajon
5438-1316,El Cajon,El Cajon
9863-239232,Bostonia,Bostonia
3417-93466,Bostonia,Bostonia
5226-440,Rancho San Diego,Rancho San Diego
47889-259845,Bostonia,Bostonia
9386-95416,Santee,Santee
17543-181286,Imperial,Imperial
8751-94326,El Centro,El Centro
7962-95472,El Centro,Heber
79674-114965,El Centro,El Centro
15123-153026,El Cerrito,El Cerrito
5967-49739,Albany,Albany
6972-86218,El Cerrito,East Richmond Heights
76842-115164,Cameron Park,El Dorado Hills
6534-61359,Cameron Park,El Dorado Hills
10223-99981,Folsom,El Dorado Hills
74861-85281,Folsom,El Dorado Hills
17415-158784,El Monte,El Monte
15831-152239,El Monte,El Monte
6713-76480,Rosemead,Rosemead
8749-94565,El Monte,El Monte
5502-1658,El Segundo,El Segundo
5349-263,Lawndale,Del Aire
47954-244729,El Segundo,El Segundo
75497-107886,Hawthorne,Del Aire
7956-95418,El Segundo,El Segundo
11954-105938,El Segundo,Del Aire
14627-123604,Lennox,Del Aire
8660-72437,El Sobrante,El Sobrante
74689-96836,Elk Grove,Laguna
76344-97157,Elk Grove,Laguna
6522-63379,Elk Grove,Elk Grove
6895-72668,Elk Grove,Elk Grove
74908-101860,Elk Grove,Vineyard
2945-87677,Elk Grove,Laguna
9491-96933,Elk Grove,Elk Grove
5616-1285,Elk Grove,Laguna
8624-86061,Elk Grove,Laguna
10103-99668,Elk Grove,Laguna
8827-87676,Florin,Laguna
615-340,Oakland,Emeryville
3497-133464,Oakland,Emeryville
5601-1928,Berkeley,Emeryville
8912-94639,Berkeley,Emeryville
15231-156025,Oakland,Emeryville
4044-99383,Encinitas,Encinitas
5321-421,Encinitas,Encinitas
74509-25667,Encinitas,Encinitas
5391-725,Encinitas,Encinitas
16521-159924,Encinitas,Encinitas
6546-64060,Encinitas,Encinitas
588-308,Encinitas,Encinitas
9192-151004,Encinitas,Encinitas
643-360,Beverly Hills,Sherman Oaks
20670-184967,Calabasas,Northridge
544-476,Calabasas,Sherman Oaks
10997-102687,Riverbank,Escalon
73686-126967,Escondido,Escondido
24040-235345,Escondido,Escondido
10488-100917,Escondido,Escondido
17695-169148,Escondido,Escondido
5709-8105,Escondido,Escondido
6994-89133,Escondido,Escondido
6661-70800,Escondido,Escondido
15961-156789,Escondido,Escondido
6848-83062,Escondido,Escondido
73443-23069,Escondido,Escondido
74632-93765,Escondido,Escondido
6567-61979,Escondido,Escondido
28607-249874,Escondido,Escondido
5441-1060,Escondido,Escondido
74780-94839,Escondido,Escondido
652-306,Escondido,Escondido
8729-93391,Eureka,Eureka
5970-46659,Eureka,Eureka
76264-92364,Eureka,Myrtletown
16207-153348,Eureka,Cutten
9341-241589,Orangevale,Orangevale
79789-102916,Orangevale,Orangevale
6614-68942,Fair Oaks,Fair Oaks
6993-90060,Foothill Farms,Fair Oaks
74392-122344,Foothill Farms,Fair Oaks
28385-250048,Fairfield,Fairfield
6660-70080,Suisun City,Green Valley
14463-119484,Fairfield,Fairfield
5623-1866,Fairfield,Fairfield
9340-94851,Fairfield,Fairfield
6742-71701,Fairfield,Fairfield
74809-99549,Fairfield,Fairfield
9792-96333,Suisun City,Green Valley
9511-96976,Fairfield,Fairfield
73549-75584,Fallbrook,Fallbrook
25590-241424,Fallbrook,Fallbrook
6771-78101,Fillmore,Fillmore
14209-108161,Folsom,El Dorado Hills
22564-222024,Folsom,Folsom
6646-64319,Folsom,El Dorado Hills
9747-98142,Folsom,El Dorado Hills
5901-31859,Folsom,Folsom
20274-204564,Folsom,El Dorado Hills
5224-375,Folsom,Folsom
9264-96047,Folsom,Folsom
8622-93396,Orangevale,Folsom
5684-241588,Folsom,Folsom
74188-41079,Folsom,Folsom
76511-95289,Folsom,Folsom
23759-232344,Fontana,Fontana
21888-206411,Fontana,Fontana
76303-90544,Fontana,Fontana
2846-80381,Fontana,Fontana
11226-104852,Fontana,Fontana
76298-95039,Fontana,Fontana
74627-90542,Fontana,Fontana
6449-39939,Fontana,Fontana
10132-99746,Fontana,Sunnyslope
76347-88962,Lake Forest,Foothill Ranch
9262-95265,Ukiah,Fort Bragg
15587-155544,Barstow,Fort Irwin
9900-95535,Fortuna,Fortuna
5934-38359,Foster City,Foster City
5225-391,Foster City,Foster City
5769-5239,Fountain Valley,Fountain Valley
5969-38179,Fountain Valley,Fountain Valley
73661-96303,Fountain Valley,Fountain Valley
6549-5512,Fountain Valley,Fountain Valley
5614-1947,Fountain Valley,Fountain Valley
10134-99734,Selma,Fowler
8978-93944,Watsonville,Freedom
79593-107179,Watsonville,Freedom
9259-96186,Fremont,Fremont
5939-45459,Milpitas,Milpitas
10541-100590,Fremont,Fremont
74339-67062,Milpitas,Milpitas
23736-231946,Fremont,Fremont
5864-27908,Fremont,Fremont
5731-3176,Fremont,Fremont
5580-1885,Union City,Union City
79524-102354,Fremont,Fremont
5223-388,Fremont,Fremont
16805-164527,Fremont,Fremont
6678-73223,Fremont,Fremont
14730-117770,Fremont,Fremont
74126-25648,Fremont,Fremont
6551-63799,Fremont,Fremont
2943-84581,Fresno,Fresno
10135-99629,Fresno,West Park
9391-96402,Fresno,Fresno
5703-4009,Fresno,Fresno
5652-2585,Clovis,Clovis
8604-93461,Fresno,Fresno
10009-98952,Fresno,West Park
10660-101622,Fresno,Fresno
9904-98156,Clovis,Clovis
75895-104552,Fresno,Easton
18383-185764,Fresno,Sunnyside
26747-245268,Clovis,Clovis
5347-108676,Fresno,Fresno
16952-168745,Fresno,Fresno
2844-90924,Fresno,Fresno
24580-235452,Fresno,Fresno
76334-92521,Clovis,Clovis
7979-95706,Clovis,Clovis
5471-1581,Fresno,Fresno
8108-95570,Clovis,Clovis
48038-261065,Fresno,Biola
5375-1059,Clovis,Clovis
28904-251364,Fresno,Fresno
2824-92107,Fresno,Fresno
79570-102628,Clovis,Clovis
9291-72421,Fresno,Fresno
5472-1181,Fresno,Fresno
74610-89802,Fresno,Sunnyside
6973-88409,Fresno,Fresno
6811-82305,Fresno,Fresno
6975-3150,Fresno,Fresno
70380-92062,Clovis,Clovis
28333-250144,Fresno,Fresno
21583-196509,Fresno,Biola
7961-95592,Fresno,Sunnyside
6974-89380,Clovis,Clovis
78096-105726,Barstow,Fort Irwin
5947-35919,Fullerton,Fullerton
6671-17216,La Habra,La Habra
5823-7308,Fullerton,Fullerton
20870-208190,Fullerton,Fullerton
70070-103406,Placentia,Placentia
19633-178489,Placentia,Placentia
73503-58919,Buena Park,Buena Park
5841-27067,Fullerton,Fullerton
19829-166024,Fullerton,Fullerton
73502-69562,Placentia,Placentia
541-91363,Placentia,Placentia
24595-237150,Fullerton,Fullerton
5525-1668,Placentia,Placentia
74575-82501,Cypress,Cypress
16779-161664,Westminster,Westminster
27549-237604,Garden Grove,Garden Grove
11228-101110,Garden Grove,Santa Ana
22635-222685,Garden Grove,Garden Grove
10136-96989,Garden Grove,Garden Grove
17416-164226,Garden Grove,Garden Grove
75548-38899,Garden Grove,Garden Grove
75530-46519,Garden Grove,Garden Grove
6669-65900,Garden Grove,Garden Grove
5644-2381,Gardena,Gardena
25053-238705,Gardena,Gardena
